text_id,brand_id,brand_name,segment,country,source_type,page_name ,category,year_range,text,url,data_collected
rolex_045,rolex,Rolex,luxury_watch,Switzerland,social_media,instagram/perpetual_planet_post,advertisement_copy,2020-present,"From a groundbreaking conservation project in Southern Namibia translocating wildlife for the first time, to cutting-edge technology used to fortify flour and eradicate malnutrition across East Africa. In 2025, our Perpetual Planet Initiative partners have continued to boldly delve into the unknown for the sake of the planet’s future.",https://www.instagram.com/p/DTNJCI-iRP8/?img_index=1,2026-03-21
omega_001,omega,Omega,luxury_watch,Switzerland,website_copy,watchmaking_innovation,innovation,1894-modern,"Renowned for the mechanical ingenuity at the heart of its designs, OMEGA is perhaps the only brand to be named after a movement - the 19-ligne “OMEGA” Calibre - which revolutionized the entire industry in 1894. Today, that same innovative spirit is expressed through the use of exclusive materials and alloys, as well as through Co-Axial Master Chronometer calibres – the industry’s highest standard of precision, performance and magnetic resistance.",https://www.omegawatches.com/world-of-omega?label=watchmaking,2026-02-09
omega_002,omega,Omega,luxury_watch,Switzerland,website_copy,watchmaking_innovation,engineering_precision,modern,"Behind the elegance of every Master Chronometer timepiece is the highest level of testing: eight tests over ten days, to ensure superior precision and magnetic resistance. These rigorous standards reflect OMEGA’s commitment to verified performance and accuracy.",https://www.omegawatches.com/world-of-omega/watchmaking/the-master-chronometer-certification,2026-02-09
omega_003,omega,Omega,luxury_watch,Switzerland,website_copy,history,heritage_legacy,1848-modern,"For more than 175 years, OMEGA watches have been making their mark in history. Born from a simple passion for precision, our Swiss brand has grown to become one of the most recognized names in watchmaking, with a DNA that extends through exploration, entertainment, sports timekeeping and much more. At the OMEGA Museum in Biel, this legacy is brought to life through an interactive experience, allowing visitors to immerse themselves in OMEGA’s unique and inspiring story.",https://www.omegawatches.com/world-of-omega?label=history,2026-02-09
omega_004,omega,Omega,luxury_watch,Switzerland,website_copy,speedmaster moonwatch professional,space exploration,1969,"NASA astronauts have worn and trusted the Moonwatch during every moon landing in history, including Apollo 11 in 1969. Today’s modern update is crafted in that same 4th generation style that famously flew beyond Earth. Its iconic design includes all the signature details, including an asymmetrical 42 mm case in stainless steel.",https://www.omegawatches.com/watches/speedmaster/moonwatch-professional/product,2026-02-12
omega_005,omega,Omega,luxury_watch,Switzerland,website_copy,speedmaster moonwatch professional,professional validation,1965,"When NASA first went in search of a watch for its manned missions, only the Speedmaster survived the punishing tests. As a result, it was declared “Flight Qualified” in 1965 and flew into space just three weeks later on Gemini 3.",https://www.omegawatches.com/watches/speedmaster/moonwatch-professional/product,2026-02-12
omega_006,omega,Omega,luxury_watch,Switzerland,website_copy,constellation,precision heritage,1952,"The iconic Constellation watch collection is a range steeped in history, designed for those who admire accuracy and Swiss watch heritage. Born in 1952, the first models were created as a tribute to OMEGA’s many precision accomplishments throughout the early 20th century, including the World Records and competition victories achieved at the observatories at Kew-Teddington, Neuchatel and Geneva.",https://www.omegawatches.com/watches/constellation/constellation/catalog?p=2,2026-02-12
omega_007,omega,Omega,luxury_watch,Switzerland,website_copy,sport,sport timekeeping,1990,"OMEGA’s legacy in sport began in 1909, when the brand timed a prestigious yet dangerous balloon race across the skies of Europe. Today, that passion for competition remains as strong as ever, and we are proud to celebrate athletes and competitions in golf, sailing, swimming, athletics, and bobsleigh. Backed by our experience as Official Timekeeper of the Olympic and Paralympic Games, OMEGA continues to be a trusted name at the heart of the sporting world.",https://www.omegawatches.com/world-of-omega?label=sport,2026-02-12
omega_008,omega,Omega,luxury_watch,Switzerland,website_copy,sport sailing,professional timekeeping,present,"As the Official Timekeeper of the America's Cup, OMEGA serves the world's finest sailors. Our precision timing graces the sails, ensuring split-second accuracy as competing crews navigate the buoys as crews compete for sailing's most coveted trophy, the ""Auld Mug"". OMEGA is proud to keep time for the main event, but also for two new top-tier competitions: The Youth America's Cup and The Women's America's Cup.",https://www.omegawatches.com/world-of-omega/sport/sailing,2026-02-12
omega_009,omega,Omega,luxury_watch,Switzerland,website_copy,master chronometer watches,certification & testing,2015,"The Master Chronometer certification, issued by the Institut Fédéral Suisse de Métrologie (METAS), requires a new battery of tests, including the watches resistance to magnetic fields of 15,000 gauss. A total of 8 tests over 10 days are imposed on the watches in order to check their resistance to water or their resistance to different temperatures. The precision criterion defined at the end of these tests is a variation of 0 to 5 seconds per day.",https://www.omegawatches.com/suggestions/master-chronometer-watches?p=4,2026-02-12
omega_010,omega,Omega,luxury_watch,Switzerland,website_copy,seamaster_heritage models,diving heritage,1948,"Choose one of the world’s most cherished timepieces for style, water‑resistance, adventure and innovation. Since 1948, the OMEGA Seamaster has been worn in the deepest places of the ocean and the highest buildings and boardrooms across the globe.",https://www.omegawatches.com/watches/seamaster/heritage-models/catalog?p=2,2026-02-12
omega_011,omega,Omega,luxury_watch,Switzerland,website_copy,james bond,cultural partnership,1995,"Lindy Hemming, the Oscar-winning costume designer, was responsible for casting 007’s watch in GoldenEye. She said, “I was convinced that Commander Bond, a naval man, a diver and a discreet gentleman of the world would wear the Seamaster with the blue dial.” We agree, Lindy.",https://www.omegawatches.com/world-of-omega/james-bond/james-bond,2026-02-12
omega_012,omega,Omega,luxury_watch,Switzerland,website_copy,1848_the first workshop,founding history,1848,"In 1848 a young watchmaker named Louis Brandt opened a small workshop in the small Swiss village of La Chaux-de-Fonds. It was here, in the family villa, that the 23-year-old Brandt began the company that was to become OMEGA. Brandt was passionate about precision and he set about developing the most accurate watches he could. Within a few years his reputation for high quality watches was established within Switzerland, and then shortly after, throughout Europe.”",https://www.omegawatches.com/chronicle/1848-the-first-workshop,2026-02-12
omega_013,omega,Omega,luxury_watch,Switzerland,website_copy,1894_Omega is born,industrial innovation,1894,"Marking an enormous leap forward, the Brandt brothers released a new calibre in 1894 that was to famously become the company’s namesake – the 19-ligne calibre. Produced in series using revolutionary new methods, the movement set a new standard for watchmaking. It was not only extremely accurate, but every component could be replaced without modification by any watchmaker in the world. The combination of winding and time-setting via the stem and crown was also groundbreaking and still widely used today.",https://www.omegawatches.com/chronicle/1894-omega-is-born,2026-02-12
omega_014,omega,Omega,luxury_watch,Switzerland,website_copy,1900_Grand Proze at the Universal Expo,International recognition,1900,"OMEGA received the Grand Prize at the 1900 Universal Exposition in Paris, the greatest honour given to any brand at the time, in recognition of the entire OMEGA collection. The award was testament to the advancements achieved by OMEGA, its technology surpassing that of all others exhibited at the fair during what was a particularly fertile time for scientific achievement.",https://www.omegawatches.com/chronicle/1900-grand-prize-at-the-universal-expo,2026-02-12
omega_015,omega,Omega,luxury_watch,Switzerland,website_copy,OMEGA Chronicle _ 1931 Six out of Six,precision heritage,1931,"Affecting the design of movements for generations to come, OMEGA prototyped the first automatic movement to use two weights. This new design enabled the winding of the movement in both directions, dramatically improving winding efficiency. What was once a prototype has since evolved to become the industry standard, and is still in use today, powering a wide spectrum of mechanical watches.",https://www.omegawatches.com/chronicle/1931-an-automatic-first,2026-02-12
omega_016,omega,Omega,luxury_watch,Switzerland,website_copy,watches/constellation/globemaster/catalog,product_description,2015-present,"When it was first launched in 2015, the OMEGA Globemaster was celebrated as the world’s first watch to achieve Master Chronometer certification – the highest standard of precision, performance and magnetic-resistance in the Swiss industry.The design is inspired by the OMEGA Constellation timepieces of the past, with details such as the fluted bezel, the vintage Pie Pan dial, and the single gold star.",https://www.omegawatches.com/watches/constellation/globemaster/catalog,2026-03-23
omega_017,omega,Omega,luxury_watch,Switzerland,website_copy,watches/constellation/constellation/catalog,product_description,1952-present,"The iconic Constellation watch collection is a range steeped in history, designed for those who admire accuracy and Swiss watch heritage. Born in 1952, the first models were created as a tribute to OMEGA’s many precision accomplishments throughout the early 20th century, including the World Records and competition victories achieved at the observatories at Kew-Teddington, Neuchatel and Geneva.",https://www.omegawatches.com/watches/constellation/constellation/catalog?p=4,2026-03-23
omega_018,omega,Omega,luxury_watch,Switzerland,website_copy,watches/seamaster/diver300m/catalog,product_description,1953-present,"The Seamaster Professional Diver 300M was created in 1993. Since then, it has constantly been evolving with the best innovation and pioneering technology to become one of the most authentic ocean timepieces in the watchmaking world",https://www.omegawatches.com/watches/seamaster/diver-300-m/catalog?p=3,2026-03-23
omega_019,omega,Omega,luxury_watch,Switzerland,website_copy,watches/seamaster/aquaterra150m/catalog,product_description,1932-present,"The Seamaster Aqua Terra 150M is a tribute to OMEGA’s maritime heritage, which has been a part of the brand since its first dive watch was released in 1932. The collection achieves the perfect balance between a sophisticated dress watch and the rugged ocean spirit of a sports watch.",https://www.omegawatches.com/watches/seamaster/aqua-terra-150m/catalog?p=3,2026-03-23
omega_020,omega,Omega,luxury_watch,Switzerland,website_copy,watches/seamaster/heritage_models/catalog,product_description,1948-present,"Choose one of the world’s most cherished timepieces for style, water‑resistance, adventure and innovation. Since 1948, the OMEGA Seamaster has been worn in the deepest places of the ocean and the highest buildings and boardrooms across the globe.",https://www.omegawatches.com/watches/seamaster/heritage-models/catalog?p=2,2026-03-23
